x,y,z,x_vel,y_vel,alpha,beta,z_vel,delay,score
0.016,0.065,0.258,-1.971,-8.116,3.2409117326348813,0.0011459230046087,0.7610504162630534,39.63987257612115,0.9613387902816032
0.074,0.114,0.179,6.275,-1.259,6.21361842602752,-4.353726434139396,0.8807022664853326,28.879675335134426,0.9635758323548044
0.071,-0.073,0.206,8.534,8.469,-4.412326547209502,-5.255549811006869,0.6712198059260218,30.622387404142543,0.9544896789028086
-0.037,-0.081,0.121,-5.868,12.126,-5.000000000000004,5.000000000000002,0.8999999999999995,19.999999999999982,0.906193388631074
0.094,0.132,0.105,25.059,6.783,11.190809682740149,-9.387510823860149,0.8522557815327343,9.852584508092926,0.922540083091583
-0.076,-0.135,0.226,4.118,-10.402,-10.740708821764628,4.532207559784107,0.4983396419537999,29.48750062495146,0.9016391537699298
0.115,-0.055,0.222,-14.691,-9.898,-4.340926130911006,-6.457910270723225,0.5019802556003575,29.49739132202368,0.91280914128503
0.122,0.116,0.194,1.258,-9.269,5.110617120374481,-5.73932869755732,0.8628973802188928,30.8764975058696,0.9307213700284118
0.01,-0.114,0.22,13.497,4.983,-5.773674173644557,-0.0007546981157558,0.499902236838584,30.609323466534192,0.8304466235924003
0.072,-0.123,0.189,1.388,-18.69,-9.011513911185954,-4.712847054942936,0.7646000307726015,26.99979377090116,0.9840247478987406
0.071,0.126,0.277,24.312,1.923,6.092313700632786,-4.823893872607622,0.6782450844755421,39.36789244543856,0.9524175223539316
-0.12,-0.132,0.298,-20.0,-13.335,-6.659912917600721,6.25235173894456,0.8364560660817388,42.99982514354762,0.8952963544597219
0.06,0.005,0.254,-2.399,3.566,-0.0007822322444103,-3.4622846761722457,0.8034799973361453,38.78806368652443,0.9665757718014236
0.079,0.08,0.32,2.243,1.776,4.867377601166576,-4.821349296330324,0.4824803456881328,40.19784665466469,0.9501789558566264
0.122,-0.001,0.097,1.372,-3.726,-3.6966401242612806e-06,-10.0712626066462,0.9124102287533964,10.002773208579846,0.9830927022872472
0.109,-0.11,0.102,-4.714,-6.833,-8.783046360316753,-8.481427733866298,0.8616667560569218,9.682923020986966,0.9879933127394622
-0.074,0.036,0.252,17.194,1.695,0.0008437156378289,3.495988936870462,0.763784224067341,38.14710295128501,0.9051800003376343
-0.072,-0.091,0.311,-3.362,1.669,-5.163838626901662,4.352963761874172,0.5199142793333674,40.41709286889029,0.957731359989485
0.034,-0.129,0.196,-0.546,-7.958,-8.638741232362797,0.0003201719668272,0.768865260015045,28.925077678087305,0.9011896709674968
0.091,0.083,0.269,15.452,-21.942,3.227278642173548,-5.6755967424767,0.7374293460351815,39.46581394801949,0.9865972415589952
-0.133,0.002,0.159,6.014,-5.638,0.0005005489228323,9.03347471117154,0.6000323656361903,21.468319167097093,0.9165510188892488
-0.068,0.01,0.268,1.998,-4.135,0.0015086389234747,3.850737265671405,0.691740820088155,39.48288406433667,0.9647590586020388
0.029,0.08,0.11,-1.72,-3.289,5.085573313488574,-0.0002301331066109,0.925202011087148,19.348414856007203,0.8702153262212693
-0.06,0.005,0.311,-5.476,13.523,0.0006385496013497,3.891329821317992,0.5211364509152715,41.99051962998824,0.9176981169827558
0.001,-0.118,0.258,-5.321,-0.202,-6.496548806684555,-7.098119929590754e-05,0.7374293002925035,38.10528412917196,0.9769748105432128
-0.011,0.064,0.272,3.39,-11.075,3.15951747487292,-0.000161217485099,0.7613140189466632,39.60984128441844,0.9399049964793073
0.043,-0.098,0.2,2.242,-0.85,-6.620918758880626,-3.011130694807292,0.6774318260676264,29.029736408027468,0.9540719496452452
0.123,-0.074,0.23,5.172,-13.868,-5.587546154986848,-8.05959974829587,0.5454546405428314,30.354215815392813,0.9444679268444348
0.037,-0.034,0.174,8.003,14.207,2.0345113958675547e-05,0.0001064052924157,0.8910524092602458,29.871819377376674,0.8318735311172589
0.016,-0.083,0.214,-4.819,7.556,-5.758765028869702,9.771129598784175e-05,0.5000105868570262,29.26443550863314,0.8826266830637559
-0.08,-0.098,0.238,-11.829,11.784,-5.472511856535351,5.944843162823229,0.4999999888307074,31.54519474393696,0.922755341831196
-0.117,0.006,0.308,18.881,1.896,5.0760722614425615e-05,5.298435175977729,0.5188389575745781,40.36133275304297,0.9327994120962853
0.053,0.078,0.405,15.318,-16.942,3.423039272187168,-4.019105908516702,0.3430709107205237,43.441111122569886,0.933205819436506
0.126,-0.096,0.439,-12.829,-15.299,-5.654894999310734,-5.222733872129699,0.3633341871868722,46.77536917821615,0.96129852393266
0.019,-0.107,0.416,3.831,-3.43,-5.495784226367645,-0.00098799103221,0.4627247510945475,49.098272398604905,0.9313380724581868
0.115,-0.024,0.216,-5.322,-22.42,-3.12885411422991,-6.83872281554757,0.4748429298925966,29.79922981636937,0.8765268902774705
0.12,0.023,0.423,4.881,14.36,0.0001472389748561,-5.134697219367679,0.3838138132774278,48.00274938908544,0.8063753555097795
-0.12,0.014,0.181,-1.728,-4.613,-0.0009392318210471,7.313018719616658,0.8567710212855597,28.85581892453437,0.9588322913553018
-0.133,-0.017,0.161,-6.905,-0.623,8.030775497790509e-05,10.18689000616954,0.6682972708287102,21.21539573035117,0.9066723170826526
0.073,0.116,0.354,7.061,5.276,6.528750569289871,-4.317425473488656,0.4866602793832468,43.169955863688514,0.9706252799398274
-0.085,0.132,0.104,-2.438,8.689,9.773346581992962,6.976306853339892,0.8656934028135465,10.948682560730887,0.9605474994298197
0.084,-0.076,0.222,-5.463,7.192,-4.775239927632966,-5.445043026682202,0.5000000831308979,29.971067846318714,0.9027567288231236
-0.06,0.083,0.276,-1.413,5.796,5.070102015937433,3.521054845844428,0.7341985422672122,40.158229285458205,0.9873536642600662
0.05,-0.062,0.383,-18.879,9.523,-2.428443442990926,0.0004511503361199,0.5349532965614782,49.4304507524601,0.9278234222939974
-0.071,0.03,0.265,-11.67,1.681,0.0002791037071545,4.996333032710991,0.685631247313462,38.12034660982597,0.8988848655669199
0.082,-0.044,0.127,22.916,-19.074,-3.9300980597549824,-6.918197773929511,0.8871061556970778,19.383704454092182,0.9976824545573066
-0.127,0.08,0.256,-15.943,1.602,5.353165506656007,9.44596385444483,0.5042681609608286,31.571018700400884,0.9285785344989724
0.075,-0.029,0.132,7.032,1.583,-0.0008836048903592,-5.723746801873778,0.8977054990146708,21.964449779444493,0.9278046985239492
0.13,-0.087,0.234,-17.659,5.676,-4.71832940022103,-5.317251770108481,0.499999860447233,31.834778178787104,0.8962864466078126
-0.081,-0.052,0.107,12.798,-14.534,-4.270591298248153,5.191428617133751,0.93993553739618,19.42684781588889,0.9104300181060972
-0.012,-0.034,0.095,-5.945,4.488,-4.763069256386096,0.0002481993366042,0.5000061792068369,9.958341351985249,0.8038997624250652
-0.083,-0.056,0.087,8.261,14.831,-3.754008496826745,5.9305027422946095,0.9418724929314172,10.98003659790131,0.96487992908135
0.024,0.094,0.31,-13.655,2.519,5.345715347494101,-0.0001946581634896,0.5231258574152122,41.21165034489552,0.9494347148248274
-0.13,0.095,0.294,-0.317,3.993,5.017939523452151,6.529669660714333,0.6651782515072502,40.607824490370064,0.9989254369795832
-0.074,-0.01,0.273,6.249,-4.853,8.89634320602341e-05,4.608535065683556,0.7016751016831351,39.986037468626265,0.9173118610551124
0.057,-0.074,0.341,21.573,20.76,-2.3397093193545982e-05,-4.516326793394188,0.4869346567086703,43.16715126597964,0.8310768342105411
0.105,0.083,0.287,0.925,-4.597,4.1089435958547735,-5.561436947209766,0.6726229405645692,40.79474943080027,0.9940838579411516
-0.087,-0.065,0.201,-4.938,17.234,-2.9270063690004378,5.297369388667303,0.772435257634569,31.685327757308208,0.9948060788173576
0.13,0.115,0.265,-4.238,28.169,6.69421655223663,-5.835955687463276,0.8783027414072924,38.1329782321302,0.921865450759727
-0.001,0.018,0.088,-10.636,-10.23,6.669066943781492e-05,3.298801703246312e-05,0.8962774471725674,11.112711281464405,0.8700583039923506
0.051,0.036,0.178,-6.188,12.47,0.0010114820969277,-3.06356965054493,0.8910641348205746,29.375583598369303,0.8831538108989232
-0.078,0.09,0.097,-23.75,1.917,7.78744400679733,7.713097518486887,0.892359347334891,10.18163642312351,0.9997568279531264
0.084,-0.086,0.283,-0.254,4.082,-4.788356587337916,-4.893281244721615,0.5161040676110724,37.533796245267,0.9489117666900186
-0.065,-0.027,0.28,-11.915,-7.009,0.0003201642354243,4.540011495972716,0.6683157380936358,40.455673222304526,0.9023425276682036
-0.124,-0.03,0.225,-2.837,6.413,-0.0002544017416272,9.612281598932237,0.5466781138870306,29.996719307736115,0.8489975827777158
-0.087,-0.131,0.202,18.029,-15.778,-8.319314535778677,3.842024146940423,0.8048084952764675,28.7136390291236,0.9802342616766012
0.048,0.036,0.255,-9.131,16.045,4.516473130280389,0.0005249439641449,0.707613951546105,37.73856022948316,0.8160296513708927
-0.111,-0.108,0.294,-0.73,21.234,-4.003545864639683,5.376294327159432,0.7437310174409758,40.00003393022431,0.9596946323591488
-0.035,-0.043,0.095,2.598,10.579,-4.1834723346456,3.7623804237643146,0.6990392255522754,11.86332832464961,0.8825890363470927
0.115,-0.076,0.223,12.073,9.36,-4.761475205175429,-9.401676003650532,0.5502988161218779,28.54353796545232,0.8963087972686044
-0.046,-0.058,0.208,-8.829,0.354,-4.502916468720542,4.595173992783241,0.5568274288138054,29.195222237326508,0.9031828387672468
0.023,0.033,0.214,-22.909,0.686,2.607405836822327,0.0019273660756368,0.500005962117416,30.08164749659823,0.8935397452283254
-0.103,0.059,0.221,-17.591,-3.594,4.303678770817776,9.38560951067312,0.5667937900468356,28.998995845913377,0.883671596115847
-0.049,0.058,0.124,4.423,-4.393,4.3732905048393,3.674654458511202,0.8922076181174527,19.201854453776285,0.9809041707826536
0.081,-0.035,0.321,18.678,-7.197,-2.6146320855775773,-6.148555094055924,0.4879518195403438,40.82185175783038,0.9431236111622896
0.012,-0.119,0.282,-4.385,1.935,-6.325819011937393,-0.0017234890495154,0.6711298167507068,40.94659742594175,0.9790737568097564
-0.075,0.058,0.131,12.24,17.316,4.9585951932637,4.802777706742683,0.8910930059727813,20.6887191421516,0.9927500428113256
-0.036,0.006,0.119,-0.918,-17.689,0.0014897158035283,2.611310005053139,0.915636219006002,20.105663554348688,0.9847550783975316
-0.001,0.097,0.276,9.995,-12.95,5.079668169474026,0.0002037076613629,0.5159508172291516,37.18638532627716,0.9268965039520304
0.007,-0.036,0.169,9.133,-19.143,-3.153203493044256,0.0024086476820963,0.872315015916316,28.0572584135215,0.9635036763027968
0.036,-0.013,0.391,2.531,2.368,0.0002285493638169,-0.0005348482666111,0.4612136487462341,48.30951817117268,0.864187342622477
-0.102,-0.017,0.095,14.314,-11.301,-4.840439825238735,9.03223490950736,0.915294856964654,9.999081293365927,0.8785820370694537
0.045,-0.102,0.393,1.64,6.795,-5.082787022961843,-0.0001304337037019,0.4304078741222293,46.708195502487854,0.8523433105698043
0.038,-0.099,0.201,-12.521,-21.269,-8.30863209024438,0.0009555580032004,0.8275032432076213,29.442529386631485,0.890626576120489
-0.004,0.132,0.095,-7.886,8.025,11.267920435240132,-0.000114208509754,0.8880124995920267,9.805627131292242,0.9775048144435456
-0.015,-0.109,0.36,0.026,0.73,-5.552715033932806,-0.0001775322236096,0.4912564807905694,45.823393722518745,0.949501576701113
0.07,0.05,0.278,-0.922,2.555,4.759495272001345,-4.867745293595052,0.7038337277007904,39.74187259082103,0.8731979486071895
-0.075,0.054,0.329,16.822,-5.814,0.0006826402345932,3.4659265804214803,0.4853863102952861,42.07584788130796,0.839204151597124
-0.029,-0.098,0.117,-0.86,8.059,-6.451522818002701,-0.0003259300036132,1.0031985925190554,18.0589455580782,0.8993898045180979
-0.008,0.08,0.403,19.273,-2.85,4.244660198606573,0.0009753442441898,0.4050239992182464,46.66968608336896,0.9237174766396216
0.099,-0.067,0.178,-2.213,-13.775,-4.676662064100512,-5.888490146869331,0.838890012476228,28.080325459234,0.9725271298635152
0.104,0.124,0.37,-7.516,-23.057,4.2614285088338,-4.391908740742118,0.4888954386493526,45.96740671313432,0.9666324547732978
0.003,0.054,0.241,-0.706,-14.128,0.0001086807666505,0.0003329019608886,0.8693392582340131,38.29467295218774,0.8786663574836122
-0.042,-0.038,0.27,7.435,3.875,0.0009203934025831,2.048567749920122,0.7560040529770555,39.62646894039915,0.8743115429710206
0.056,-0.066,0.232,23.567,10.22,-4.221798076618496,-5.389325065747602,0.5454657858805623,32.71084462244556,0.9317489487224194
-0.069,0.081,0.204,2.172,-10.33,4.321569101484098,4.037236887777773,0.7688288534728691,31.70314430827749,0.9845888730293446
0.118,0.004,0.2,-16.476,0.645,-6.772019456392393e-05,-5.985714043777662,0.6696735586506177,30.049448745999776,0.954773061903861
0.001,0.126,0.102,-3.813,3.328,10.366902982319791,1.2711904992583335e-05,0.8518099895606726,10.11118770354988,0.9508171686048246
0.004,-0.078,0.144,-6.378,0.546,-5.295781341184405,0.0005379247248846,0.9530689496654684,24.0006469815074,0.9534607651418368
0.082,-0.03,0.269,-6.633,-3.406,0.0002445404655324,-4.524334156090582,0.6683231898487889,39.4378976644211,0.9041596720469935
0.13,0.054,0.161,3.811,-4.382,3.757742491459687,-10.13951133067831,0.5543546579424571,19.66214756017409,0.9058045583939704
-0.051,0.049,0.091,-1.105,1.664,4.920341387390171,5.179954089393394,0.8523270615584431,10.329614264965858,0.923470352272414
-0.057,0.034,0.329,-9.319,6.456,0.0006527159681909,3.7803208318815,0.4962601865745231,42.000304004038725,0.859383801840496
0.087,-0.043,0.252,-5.179,15.387,0.0004114362951149,-4.231194771517036,0.876998710280408,39.21444871476867,0.8838218789099792
-0.029,0.013,0.276,0.571,-12.135,9.403094905889023e-06,-8.704898398327748e-05,0.7186311661057756,40.59416605306025,0.896718218275505
-0.017,-0.116,0.194,6.556,11.536,-6.048837904759399,-0.0008308659766144,0.7644177160095764,30.554872233439774,0.967538663347416
-0.115,0.067,0.433,-11.216,18.104,4.549285179490244,5.901576585811959,0.3744667221371645,47.972243975106586,0.9370314563415668
0.029,-0.012,0.333,14.584,9.957,0.0014945657937701,-2.7186653875971483,0.4908658983385403,42.25982897059288,0.9279218054173723
0.105,-0.015,0.341,11.339,-13.561,-0.0002673801811671,-5.51583886252461,0.4550067467808114,42.9444022313983,0.8693817236263954
