x,y,z,x_vel,y_vel,alpha,beta,z_vel,delay,score
0.123,0.108,0.596,-12.382,2.211,10.335960737746081,-9.764152777338953,0.7192358163019459,41.51527448942437,0.4921231180264658
-0.115,0.015,0.563,-4.257,5.765,-9.754681115222994e-07,10.059374884029584,0.7376257405896298,41.008623316814464,0.5352318136439269
0.103,-0.1,0.752,-11.775,-7.511,-16.042146086121768,-10.005244511520736,0.49262001897625796,31.601281335587366,0.6476626088728162
-0.096,0.129,0.673,7.11,-13.041,8.44816050232295,6.030924021134207,0.499997428302426,31.043024503328112,0.6535959282295237
0.006,-0.12,0.506,-4.777,7.091,-15.0,0.00025,0.7,30.0,0.586106869104762
-0.134,0.147,0.668,5.216,-6.672,10.5,10.0,0.5,30.0,0.441401111228233
0.15,0.018,0.205,-2.515,1.49,0.00025,0.0,0.5,30.0,0.3544896997452469
0.093,-0.045,0.705,-7.071,-14.77,-14.184205204943433,-14.600880900069955,0.7016553020810339,40.99999761750493,0.6279826103981438
-0.088,0.024,0.507,10.18,0.659,4.011433050051474,10.859290542722155,0.6680396873003221,30.101613687468102,0.6265405831363279
0.129,0.107,0.162,-3.214,-10.977,6.849510508243952,-8.0708774655421,0.5454538387887462,19.34493967982474,0.8910374201845648
0.07,0.032,0.338,-5.463,4.725,0.0005078552619637799,-3.59564123854498,0.4968950920145684,43.93351940872476,0.8722483620010935
-0.107,-0.02,0.288,23.79,0.731,0.0002363546042933181,4.558179358939606,0.5604230498890355,39.721261542004484,0.9127496907273216
-0.044,0.002,0.54,4.936,0.417,-0.00014692487971472036,5.120403029775231,0.49968030174489175,20.372769594403927,0.5977032878646548
-0.114,0.059,0.43,5.65,-9.93,0.0005292824192614934,5.653165805460414,0.4069994300687625,48.726400413253934,0.850319516757081
-0.005,0.018,0.724,-3.787,-0.809,8.806302683924406,5.708976674712805,0.6666666668347695,31.84273348914502,0.42013396806376013
-0.029,0.014,0.24,-0.65,-11.508,0.00025613107580940464,0.0005585242659036692,0.8392926252831457,38.49138698458044,0.9004334831922551
-0.134,0.087,0.452,2.895,-10.947,10.0625,10.0625,1.106875,41.0,0.3928219956132427
0.143,0.073,0.303,2.03,17.335,4.868428542663326,-7.169632857514667,0.6734089195739155,39.426991926084995,0.940174558655298
-0.062,-0.029,0.609,4.765,-4.42,-8.19354761959966,12.150244580206962,0.4876988251788077,20.657989076025967,0.5893052864655411
0.103,-0.041,0.58,3.488,14.732,-2.412450515876813,-17.01693597057227,0.48352008887862474,20.02797149989643,0.5965801972963098
0.074,-0.072,0.775,12.384,12.223,-10.164532643179442,-17.770710475053917,0.49888177489678853,30.543944902914347,0.5309982068141065
0.141,0.115,0.154,17.53,10.188,10.0,-5.0,0.9,10.0,0.031302037037036906
0.019,-0.033,0.178,1.119,-2.813,-2.357697796596562,0.0018028287540445957,0.9176309095001834,29.25792371074587,0.9447702740245024
0.024,0.022,0.619,17.653,-5.93,4.219556245192878,-14.7154433234675,0.6666666681176179,31.508075428134262,0.53253125063624
-0.078,-0.048,0.48,7.405,-14.147,-5.00048828125,5.24951171875,0.5,20.0,0.5856023753556269
0.028,-0.038,0.72,-8.297,6.145,-9.441141648671046,-4.973068227191968,0.4996010944859961,21.999991562878563,0.3888080745792465
-0.121,-0.068,0.338,0.505,8.039,-3.0159496629481657,6.173430016144677,0.4862944748441971,42.19050129100995,0.968729249258793
0.115,-0.138,0.118,5.038,0.659,-10.11923660934461,-9.152962462162538,0.765785187052479,10.247748868815638,0.9921240435856031
-0.012,0.1,0.611,0.067,-0.401,10.327351580637973,-6.415921709987182e-06,0.6906255753954551,40.36645557188264,0.6117594828919214
-0.123,-0.052,0.657,0.778,-7.641,-6.162736124468928,9.566615610511276,0.4997368985510001,30.0061638054173,0.6382352272406129
-0.035,-0.119,0.661,14.488,15.668,-15.508004962794816,3.937873521789355e-06,0.705882359310043,40.50735987806172,0.634340901885177
-0.007,0.105,0.202,14.679,-11.415,5.472595487210567,-0.0009973539498498597,0.7921409757802433,31.948122182278702,0.9726983061570984
-0.036,0.134,0.298,6.942,18.116,-15.0,-15.0,0.5,10.0,0.0
0.043,0.101,0.59,11.166,3.858,9.896203090591015,-5.264470192921998,0.7043275524086483,40.40266613728164,0.5976232494373487
-0.142,-0.056,0.72,-7.228,-20.921,-15.0,-15.0,0.5,10.0,0.0
0.049,-0.071,0.324,-5.94,17.113,-2.691358348643818,0.0006920858793992072,0.6251861923618955,45.34785460860494,0.8867214262690063
0.126,0.021,0.275,1.643,1.556,-0.00013074863439778878,-6.893742750468926,0.6683238333654926,39.42359064100661,0.9440884557823803
0.13,0.088,0.176,6.859,-2.254,5.8719850140404,-9.393279120982069,0.6000115571762061,22.49448049317723,0.9376002052041796
0.057,0.118,0.444,-5.056,-11.79,10.5,-5.0,1.1,40.0,0.503594810080639
0.045,-0.092,0.425,4.058,-16.229,-6.079475622334237,-2.6258517937822674,0.4051297728756635,47.00140638281425,0.9493765140799152
-0.018,0.087,0.452,7.152,-3.079,10.243143927219093,0.0002315114323202742,1.025328356673684,40.000711780285556,0.6085230782741157
-0.011,-0.042,0.623,-9.326,-6.883,-15.140919201453762,6.86251656396929,0.8734526005663281,40.46736523134892,0.5635385585206977
0.033,0.055,0.505,1.772,-13.361,10.317982781873521,-9.358115341258419,1.0926022990590023,40.46326947918763,0.6589974795105911
0.045,0.049,0.635,-5.047,-4.03,10.789809707081574,-9.105068909691921,0.4899908112268724,20.52749282671303,0.5399509997833153
0.103,-0.144,0.724,-9.141,15.47,-15.519120166437848,-10.709164164211337,0.4949522862390524,29.351393043002034,0.6389674445801159
-0.061,0.055,0.329,23.337,5.855,3.5850846415245323,0.0005257002474438389,0.4855475787093227,42.808963601625216,0.8672906337170969
-0.007,0.071,0.656,2.694,-9.901,5.031494140625,0.0,0.5,30.0,0.5640991912421254
0.044,-0.056,0.146,-15.197,-11.027,-6.19846929740882,-3.0272579189936764,0.6010660170486744,20.001154724958567,0.8880078425626603
0.057,-0.098,0.162,11.432,16.801,-4.681639619243718,-4.509627668515172,0.9903694330164388,26.001123688440885,0.9481798147509167
0.038,0.101,0.705,-4.136,3.817,11.355359427162202,-2.6086541264227874,0.4799997854187259,30.99801816750714,0.6062199948491087
-0.074,-0.017,0.629,6.883,4.377,0.0,10.0,0.735,40.0,0.581555930332167
-0.025,0.083,0.231,-4.936,-5.362,4.906375044820962,0.00023467735194692267,0.7638655616549107,35.70441028022806,0.9237041517092581
0.03,-0.007,0.581,14.124,-12.506,-5.128155509332101,-10.044013060130531,0.49214438241208003,19.424879553247422,0.5939140798327803
0.044,0.147,0.492,1.333,-13.51,10.4375,-5.0,0.9,40.0,0.4777609672530401
-0.138,0.126,0.121,4.287,-12.94,8.403347070492394,10.267545541905186,0.7638096600205193,10.475246744196173,0.981037447989979
0.102,0.104,0.541,30.588,4.258,10.265625,-15.0234375,0.5,20.0,0.22938781606437103
-0.038,-0.041,0.1,-5.334,-9.053,-5.259753324122768,4.798815323540225,0.7871018543490669,10.474219454983484,0.8665042250528026
-0.076,-0.032,0.752,2.007,2.666,-4.347520364415358,11.304968015244427,0.4981897869315336,31.175607391988876,0.4259907476018333
-0.022,-0.149,0.449,-16.445,-6.348,-15.0,-15.0,0.5,10.0,0.0
-0.02,-0.032,0.379,-11.616,-0.727,-0.0005205220405228616,0.00042494671046405797,0.4573887794858881,46.133708437109654,0.810822096717113
-0.016,-0.002,0.612,13.631,-15.178,-15.75,0.0,1.3,40.0,0.6026576057349955
-0.083,-0.016,0.395,-0.62,15.232,-0.0005100673088551282,4.332267416029957,0.5317552812050748,49.7300827621468,0.9824745704625122
-0.071,-0.143,0.103,5.826,11.787,-10.022346974102629,5.173590548905715,0.8900775636073357,9.835792595022744,0.999916322854559
0.029,-0.124,0.586,1.344,2.851,-16.70046117863338,-4.560963002887828,0.49036130180284493,21.999338854343343,0.6152876651083116
-0.058,0.06,0.69,-11.889,5.751,9.701920524134088,9.963204947632008,0.4930840946969106,29.550656168480977,0.6321417404898385
-0.137,-0.066,0.754,6.296,-8.128,-8.764474708753074,11.885696199271244,0.4792746956897429,32.99924801366226,0.6495605811138014
0.117,-0.038,0.646,-0.106,-0.483,-5.20153347116983,-14.227688761571983,0.6876639516724576,40.27327078249021,0.6399732110658906
0.047,-0.123,0.526,5.719,1.541,-15.75,-5.0,0.9,40.0,0.5126650270469645
0.09,-0.128,0.587,10.879,7.869,-10.563864848788427,-9.585148249197925,0.7017341431235095,39.362813610066524,0.42397310380112546
0.005,-0.059,0.741,-0.697,5.358,-5.0,0.0,0.5,40.0,0.5593951299776093
0.141,-0.026,0.317,3.097,-17.8,-2.417030224814818,-10.754132264893656,0.5556239403960106,39.73465384015097,0.9640566722272618
0.079,0.015,0.726,0.11,10.102,4.559075209966083,-10.942528050020806,0.48615352942929446,31.106758186771547,0.5159285199910655
-0.075,0.121,0.322,13.131,-11.908,5.651464414697964,3.0999434478326675,0.4817791506279714,40.94218231810066,0.9450746667711254
-0.012,-0.131,0.349,11.427,-1.34,-6.827632113023959,-0.002430863067104418,0.525858276601911,44.127318209591714,0.9802792870887974
0.139,-0.016,0.548,7.029,2.645,-5.0,-10.0,1.3,40.0,0.1861749931949953
0.087,-0.063,0.378,12.285,-14.33,-4.161414536817235,-5.3023774632483995,0.46087415705844614,45.16063341218057,0.9707778582441906
-0.065,-0.057,0.124,-7.897,-2.746,-4.402731243760133,5.2217728715373894,0.8989897211781137,19.882738879542167,0.9947841803358339
-0.131,0.067,0.186,-10.108,-3.235,4.623837902230531,10.248739894882036,0.5001313863495558,22.33498403176609,0.9108325917649955
-0.044,-0.107,0.547,1.238,-3.313,-15.0000811368227,5.062723740935326,0.4999895989894866,19.99949449300766,0.5780744476102235
-0.013,-0.085,0.155,-2.531,18.153,-4.546470975230818,0.0012230098175110846,0.8936327593268254,25.74794855458303,0.9638218915027674
-0.036,-0.034,0.284,-1.662,-15.132,-3.148857379740239,0.0007188800285473528,0.5160783088128862,38.627400347381425,0.8565837745586801
0.097,0.002,0.631,-2.812,18.111,4.2967462645605465,-11.015127512441028,0.693625728776617,40.97486299521228,0.6543307166030695
-0.051,-0.063,0.799,13.931,-3.05,-16.200237882137813,5.17984189331431,0.49088492594001815,31.94182300024087,0.3582707321312414
-0.068,0.079,0.192,5.795,7.342,5.33330423542458,4.018714233627522,0.807471889859541,29.634725380921886,0.9825535456653499
0.006,0.022,0.412,-0.913,-4.229,0.0004165398322634236,-0.0005379539007419395,0.4312248387818188,48.956165886544916,0.9043691590485573
0.104,0.033,0.523,-9.471,17.763,10.0,-10.5,0.9,40.0,0.5742266794774102
-0.081,-0.073,0.426,-6.592,-2.336,-5.0,5.0000152587890625,0.5007675170898437,40.0,0.6774042861013347
0.102,0.064,0.671,-12.99,5.27,9.973176365877283,-9.85336474747436,0.7000960015711639,41.57972988598493,0.6229641625008802
0.097,-0.059,0.323,16.223,-19.557,-4.4343589465249025,-6.178756465683813,0.5344937415182427,40.26358004007554,0.9417982885153948
0.117,0.062,0.417,-1.857,4.126,3.182553612104818,-5.473155480247116,0.4638386693991311,49.000055324992466,0.9949626353845877
-0.071,-0.128,0.127,-5.251,-16.628,-10.374956129244818,5.187448884948473,0.9337604429708963,17.999992458753763,0.8978489741236193
0.08,0.068,0.223,-5.008,1.078,4.695227862652196,-5.106309625548468,0.5000239638924309,30.81970090357457,0.9181808607967048
0.014,-0.148,0.493,6.394,-6.087,-15.0,-15.0,0.5,10.0,0.0
0.003,-0.091,0.225,-12.825,-5.698,-5.365349483889096,4.9015828595148716e-05,0.8801617751996016,35.75943160222708,0.9511103903639491
0.11,-0.15,0.24,-2.822,-8.455,-15.0,-15.0,0.5,10.0,0.0
0.081,-0.067,0.268,1.7,-2.61,-4.015198819491047,-4.77211780812143,0.7520672603403353,39.115010497209326,0.9906547316263753
0.131,0.107,0.533,14.922,7.446,-15.0,-15.0,0.5,10.0,0.0
-0.114,0.134,0.64,-0.755,6.095,10.187635200919548,4.983331225508572,0.4801947165943129,31.04510108585404,0.4003092036717669
0.14,-0.001,0.735,8.769,4.924,-15.0,-15.0,0.5,10.0,0.0
-0.035,-0.054,0.624,1.375,-13.383,-9.933999404946803,4.985194756351994,0.7041526724623782,40.07535241198998,0.593096492256023
0.074,0.075,0.196,-5.82,13.896,5.535944939232338,-4.531781938587322,0.6995859139880782,29.32392868547994,0.9642090841846933
0.033,0.023,0.768,10.931,-7.534,3.2400142139445163,-15.478130629528641,0.678184050531747,39.14840597766099,0.3675487429743858
0.023,0.021,0.545,12.4,12.662,10.49899103789979,-10.416009758060621,0.6839665499247648,29.592190385904146,0.6468789389288956
0.071,0.042,0.263,0.728,7.629,2.7602304539494575,-4.073996240206567,0.7548588497290525,39.699264066519746,0.9923980720322653
0.052,-0.135,0.738,0.727,0.89,-18.503640321132295,-6.790871925446359,0.484320864776667,30.33805079050792,0.6505666423114765
-0.019,0.069,0.556,1.347,-30.138,10.22335212213412,6.130237002913331,1.1999999572809938,40.38310787284672,0.6090063340947895
-0.052,-0.148,0.097,-6.16,-22.676,-15.0,-15.0,0.5,10.0,0.0
-0.133,0.04,0.265,-2.336,4.726,2.343847291078201,7.056055760000118,0.7626788673600902,38.90517230280085,0.9845657390941792
0.135,0.132,0.711,-0.76,9.928,7.246494919111441,-13.119514458599223,0.4804510470453591,31.23947837936322,0.28972014998409146
-0.03,-0.124,0.749,0.916,-4.657,-16.2753521566189,3.1416288754681387,0.4787571117720362,30.991471490754115,0.6260284390389232
-0.055,0.055,0.088,-14.29,1.584,4.9493566050564235,5.430447320431591,0.9679005419445132,10.492106461317746,0.9718648160622356
-0.099,-0.069,0.288,-0.878,5.601,-3.520504094776515,5.553506591002876,0.669780942248857,40.88703257127055,0.9843610521761728
0.034,0.063,0.564,12.583,-12.032,9.864172761111066,-10.221717928242228,0.9058926080897755,40.08997480760084,0.5990299675927613
0.07,-0.145,0.69,0.038,-10.257,-15.0,-15.0,0.5,10.0,0.0
0.075,-0.101,0.501,6.658,-0.543,-10.5,-10.0,0.9,40.0,0.49560952156414256
-0.033,0.124,0.753,11.181,0.5,10.221224519504425,4.7969724751905775e-05,0.5191232949897195,38.87060663750198,0.6041197052140984
0.012,0.007,0.595,-15.42,-3.285,0.0,0.0,0.5,30.0,0.6225254322834397
0.15,-0.071,0.78,6.635,-6.192,-15.0,-15.0,0.5,10.0,0.0
0.072,-0.011,0.341,9.346,-1.811,0.00011356541782560537,-4.757190667495248,0.45360038142139303,42.933190093488605,0.9225741766926018
0.146,-0.126,0.093,-1.618,-5.344,-7.298219032332877,-9.029348056429658,1.0771101342022344,9.770547868829421,0.7863798902500544
-0.059,0.044,0.79,5.763,-0.597,9.207236756835801,10.270719759804138,0.4982346295368928,30.915230552964495,0.4346711163479082
-0.08,-0.114,0.126,-1.521,-1.112,-7.122478442365237,5.0881563979166415,1.028075628778563,18.08378585702308,0.9451038298365008
0.129,-0.102,0.3,0.64,-2.614,-5.580222513526429,-6.845579899106358,0.47971297705915217,37.267449000664655,0.9599685999152258
0.001,0.075,0.688,-7.623,2.318,9.96557848429488,0.00014214508039094316,0.49535830506221656,30.53750846021088,0.5687369379161695
-0.048,0.032,0.511,-9.945,9.321,4.5440015797422575,5.730454528804843,0.4684546772419783,20.76399980575576,0.6188544414738222
-0.058,-0.133,0.305,-1.984,19.442,-5.660591913157946,3.1563114310472553,0.5620318118150163,40.614006126976285,0.9621655476226435
0.076,0.096,0.794,4.871,-2.77,5.125,-5.125,0.475,41.0,0.6102558304035256
-0.063,-0.092,0.139,-13.102,-21.439,-8.11445084771098,5.562612013900108,0.8932477495514024,19.151499895874643,0.9973682961860151
0.144,0.073,0.263,-6.326,17.022,4.058128391734195,-6.153443827831801,0.8784648467985838,39.67241213442803,0.9200238931093425
0.123,0.065,0.706,4.576,-0.389,7.147678287866311,-14.23220142581679,0.4998084130017766,31.049364764686704,0.6107947476275368
-0.064,0.004,0.539,-13.978,11.615,4.549127402338648,10.537985608962266,0.493139014337782,20.997648293425684,0.5981876817262203
0.021,-0.017,0.741,8.976,-23.902,-5.0001220703125,0.0,0.5,40.0,0.5237714794758964
-0.121,-0.055,0.304,-2.83,-2.324,-3.070156046066636,6.59967294722809,0.5852160742511494,40.58034931865599,0.9722756254894571
0.108,0.106,0.423,-1.235,-10.16,4.350083491714963,-4.9822249657426365,0.4323586987305821,48.824007835741945,0.9754768111466274
0.051,0.017,0.167,22.164,0.243,0.000931777540521731,-4.7344884656770665,0.7867371839462773,26.401091948160712,0.9265998611757074
0.07,-0.137,0.259,3.187,-3.66,-10.094660588399801,-5.066694291884425,0.4906306872155928,30.65494245467255,0.870403615324548
-0.016,-0.119,0.338,-22.754,-1.335,-6.4358026444710035,-0.0005237578372987773,0.5240853206170392,43.1836224265615,0.8765444144197976
0.112,-0.117,0.11,-22.634,-0.472,-9.648934132106328,-7.6130710415780545,0.6707922375016528,9.160197333455834,0.9402422545239146
-0.096,-0.111,0.14,-4.115,-16.97,-8.89481900188253,6.478986452539207,0.7637595499683489,18.500734330059878,0.9596318917083241
-0.043,0.002,0.516,-6.255,-1.858,0.00010400942186398958,9.906687666769527,0.7009688265569788,30.301565722434162,0.6458139612810951
0.014,0.086,0.323,7.267,-1.934,5.052676677652234,0.00010292131434399301,0.4840505284804292,41.6923103102079,0.9060533162017537
-0.066,-0.133,0.471,-9.634,11.632,-15.75,10.0,1.3,40.0,0.4033007147862634
-0.009,-0.073,0.114,-4.876,-2.766,-5.8411424364398465,0.00027899218267715925,0.9843646391333101,18.366221125221664,0.9488741876685314
0.14,-0.104,0.109,9.201,2.218,-7.326298974878318,-11.073068099376428,0.9149330147855201,10.511074824006897,0.9284758057209579
-0.079,0.114,0.586,-6.127,12.047,10.0625,5.03125,0.7043749999999999,41.0,0.4088804276535126
-0.038,0.05,0.788,-8.099,18.89,5.125,5.125,0.475,41.0,0.5439133333656354
-0.079,-0.117,0.786,10.392,2.0,-9.282669940415413,4.383248595400125,0.5217766278460412,42.060394128651154,0.6466436292152028
0.087,0.136,0.78,3.844,-3.259,9.7808399986485,-6.522305239153724,0.4966102413696003,38.4527258171473,0.6375473063798986
0.129,-0.047,0.336,2.711,-12.561,-3.218747151621826,-6.943830995559477,0.5670553594126522,43.94424689633641,0.9838197919862125
0.141,-0.056,0.554,10.995,-3.822,-15.0,-15.0,0.5,10.0,0.0
-0.061,0.092,0.299,-2.144,-0.579,5.265955263161931,3.619515417920585,0.565769880374273,40.377627879340125,0.9707872830330846
0.11,-0.037,0.251,-0.08,1.211,-0.00014431456094618923,-5.587759313580516,0.8216989474332828,39.54245179036698,0.8562549948768057
-0.117,-0.047,0.782,4.958,-17.01,-4.843275296573548,5.646924400451784,0.4846460308751207,43.70226416319966,0.5885089404462834
-0.081,0.022,0.567,-2.776,-0.444,2.9224431663301442,10.49130608229128,0.46154247103877827,20.75140493593129,0.6296661728308869
-0.112,-0.141,0.452,-5.939,-1.652,-10.0,5.1875,0.5,40.0,0.6658146163349234
0.02,0.118,0.433,-0.819,-5.09,6.0454097081570435,0.0003653608934284685,0.3626325068729456,46.71784393801177,0.9062229643203424
0.123,0.019,0.275,-4.611,-0.586,-0.00022031105263617593,-6.393364366130882,0.6683376462941035,39.50015293447234,0.9483741511009207
-0.034,-0.149,0.243,-13.536,-2.489,-15.0,-15.0,0.5,10.0,0.0
-0.01,0.141,0.545,-7.609,-2.257,10.0,5.0,0.5,21.0,0.4389953624675554
-0.108,0.061,0.497,8.127,-21.335,5.397297125791618e-05,9.835252964222905,0.89613493024788,40.482040576998756,0.5576249865088757
0.103,0.004,0.304,-5.312,-1.433,1.927532924864735e-05,-5.7978563056182315,0.48228396840348164,39.502528127578714,0.9444611019597491
0.077,-0.095,0.447,1.959,10.951,-10.49609375,-10.00390625,1.1,40.0,0.5196176922013959
0.15,-0.126,0.332,0.681,14.561,-15.0,-15.0,0.5,10.0,0.0
0.095,0.07,0.337,-7.356,1.013,3.883975736964681,-4.7420447619510355,0.5007568432890406,42.969812190211876,0.9538672148852426
0.062,-0.03,0.351,-9.206,1.199,0.00018412447899607243,-3.1972564469709917,0.45359283589462507,43.16302866363835,0.8795062913942149
0.017,0.041,0.233,-2.43,0.997,3.3395109282613253,9.651501044579907e-05,0.5191422303822785,29.926740619326658,0.8109392787897431
0.028,0.075,0.092,6.715,-5.514,6.221001463195203,-2.6357092952765266,0.9442874099444503,12.181155428417785,0.9772010730510033
-0.109,-0.009,0.726,17.649,-2.79,-2.04554921655794,10.73993393082283,0.4999911070342574,30.884617511915543,0.4959698920334544
-0.091,0.047,0.195,-3.014,9.744,3.6109296323923106,6.2435960993931054,0.6822920345278404,29.082609131909663,0.965827261471538
0.06,0.08,0.781,5.357,-6.34,5.0,-5.0,0.5,42.0,0.5607619531246045
0.055,-0.064,0.62,19.409,0.046,-13.18398892632769,-16.857543896854555,0.4856169245015166,21.861311255806584,0.6277837562104815
-0.074,0.016,0.553,26.07,2.036,4.895870243374764,9.867510823744855,0.6890796727298591,29.83308739819411,0.6014296567589763
-0.111,0.104,0.528,0.241,1.82,10.0,10.0,0.5,20.0,0.4226588883635057
0.096,0.143,0.707,-13.473,-1.45,13.380612158513193,-5.708684097585552,0.48000258659048906,32.86345218798874,0.6067560347474309
-0.034,-0.075,0.212,-0.461,-5.679,-6.182790891352493,2.967229281927294,0.49999746549264606,29.999413821202506,0.9023711347489718
-0.068,0.147,0.367,11.225,11.606,-15.0,-15.0,0.5,10.0,0.0
0.068,-0.079,0.48,2.264,5.039,-15.75,-15.0,1.3,40.0,0.5918451960595107
-0.091,-0.043,0.335,-7.741,11.925,-0.0004887758616441861,5.60286294379391,0.5239473978275927,43.063893134927355,0.8980277197136178
0.073,-0.011,0.766,0.708,17.097,3.7677436822504338,-19.16275572925239,0.49892446311343774,28.00974556414024,0.38909961718788727
0.089,-0.142,0.579,-3.86,12.899,-9.282140039016607,-6.155851993636649,0.7031255940615254,40.14303221870378,0.52843929609706
-0.101,-0.08,0.687,8.963,11.621,-6.8283766159379375,9.22568284076601,0.49999367932014593,29.999420558587207,0.6032052101445649
-0.053,0.045,0.57,-8.38,-4.146,3.7818290726844355,5.709590026501244,0.7058364802191404,40.000522492214195,0.6354162560553633
-0.1,-0.042,0.793,1.781,16.117,-8.154999936831736e-05,5.280324137759918,0.47672839491539437,42.464775074424665,0.6227981425569858
0.014,0.07,0.33,0.046,9.816,4.548111941732454,0.00019021797512515685,0.4882170682945419,42.33612676176685,0.9275548317400699
0.05,-0.144,0.642,-19.829,11.624,-13.776667359137086,0.0002330904316148335,0.6731931443255222,40.23323956956709,0.6323940978481738
0.116,-0.09,0.483,-9.404,-6.841,-10.0283203125,-10.0029296875,0.9,40.0,0.4282308963193129
-0.141,0.042,0.791,15.594,14.471,5.125,5.125,0.475,41.0,0.5824004680734909
0.093,-0.112,0.223,3.427,8.497,-5.726286812595008,-5.372647442421981,0.6706398130476476,32.76598733747524,0.9784685598774587
0.032,0.067,0.314,-1.871,1.355,4.380711048229402,0.00046633363705964124,0.48190566459593775,40.50360123695299,0.874602565337558
0.122,0.028,0.561,26.49,11.758,-15.0,-15.0,0.5,10.0,0.0
-0.087,-0.097,0.788,-5.517,-15.485,-10.091798760498385,5.2300120893858235,0.5000064188342013,41.01539742420343,0.5961386523702861
-0.107,-0.054,0.712,0.234,-11.586,-8.859848967902376,11.305038822504876,0.48569298472441536,31.00835942278568,0.6015544549066565
0.131,0.035,0.134,10.094,-8.959,-7.410278044517322e-10,-10.000046713385842,0.9450061871953785,19.999726166699304,0.86834918796344
0.071,0.048,0.108,-5.916,4.573,4.4835759077152995,-5.320148644183641,0.9867333594636424,16.80154251089624,0.9608383632487618
0.076,-0.13,0.513,-9.234,5.835,-14.572068296566565,-6.4982688741602335,0.8577676572882919,40.21854243404934,0.5183722947607095
0.043,-0.032,0.642,1.037,-10.579,-16.953879633759332,-15.076076043312426,0.8633946367974155,40.0688357569975,0.5928074041427943
-0.145,-0.03,0.616,0.082,13.32,-6.284066432029909e-05,10.542298609280115,0.68701394574575,42.04256865063275,0.5636770882248403
-0.082,0.029,0.214,21.66,-19.526,0.00032416319561103055,4.398127217990597,0.5000186260096298,29.638493130585502,0.8770025696170434
0.026,-0.011,0.214,0.135,22.884,0.0009448339996873597,-0.0004777045306322836,0.5000000002238825,30.970335303636897,0.8412121210867942
0.14,-0.094,0.459,2.156,5.002,-4.165148290556304,-11.916579362018446,0.542217993008507,42.99971855396169,0.7392406214714022
0.016,-0.13,0.45,-4.729,8.7,-15.09375,3.125e-05,1.106875,41.0,0.494265611038519
0.093,-0.115,0.342,-21.108,0.083,-5.758203818685365,-3.2892042201332954,0.5249575883512727,43.847376745968795,0.9685243908931996
0.119,0.04,0.514,-3.339,-8.58,4.111995653044632,-17.1674299263899,0.6857594513682448,30.998166450102545,0.5315200404369407
0.112,0.015,0.573,4.144,10.818,5.0752697283432155,-15.770872522115603,0.4858706280320927,21.039109326288724,0.6097115798536376
-0.125,0.114,0.635,1.794,-16.06,9.866687801538102,10.459653633677839,0.6915248653174543,40.790938255360246,0.540664828829043
0.028,-0.039,0.367,0.804,-3.684,-0.00044787333263227936,1.3873304872496181e-05,0.45668350691556026,45.57064215387362,0.7944378148734121
-0.14,0.1,0.275,2.588,3.69,5.146384452583414,6.715689819295499,0.656101363734745,38.02468622353836,0.994656545247661
-0.102,-0.044,0.187,-2.252,-9.555,-3.198167726990387,6.4873272067445535,0.8519196681468644,29.060672068468225,0.9804425376209033
-0.098,0.108,0.429,-7.301,9.215,6.141248856449066,5.478221370995533,0.3625074769861135,45.68308654762242,0.9605540110037445
0.001,-0.093,0.573,3.257,-1.026,-14.676430120620118,2.9096704629766956e-05,0.4998539196191381,20.43037337478916,0.6344347923782443
-0.046,0.129,0.269,0.368,16.116,11.192338680768733,2.938948885883979,0.5070507787073192,29.747536830908807,0.8581152835112444
-0.112,-0.069,0.408,9.138,-2.923,-4.017407047723941,5.5840789524452585,0.46167013114376737,47.221452206429426,0.9267630695651383
0.005,0.054,0.195,-13.012,0.514,3.7607311577706906,0.0014970628462784839,0.6814788362521773,30.78328950388436,0.9440003038996803
0.087,-0.15,0.591,-12.388,-2.723,-15.0,-15.0,0.5,10.0,0.0
0.005,-0.104,0.661,10.476,2.468,-15.732888289060483,-4.659121032586494,0.7007836292807097,39.002533886651534,0.6323825639538141
0.043,0.098,0.385,15.486,-11.59,4.888450009445888,-4.948372152698268,0.5020376844270711,40.99821592160464,0.7450594381926897
-0.007,0.089,0.118,-10.499,-12.531,5.590256170373568,5.949495119475181e-05,0.9283103395516296,18.882374366366907,0.9534885084710487
0.127,-0.046,0.776,5.628,2.869,-3.256456069440236,-10.2756741443938,0.4999799405614499,38.45864578676249,0.5843538048600653
-0.084,0.098,0.174,-8.274,-10.139,5.199838298256395,5.4959621456102425,0.9103630917606472,26.99330731441036,0.9744743080444281
-0.131,0.069,0.334,-4.214,-4.098,3.2013086990721327,6.722254149385515,0.5420896983680147,41.2685936096571,0.9486820881503408
-0.089,-0.1,0.214,18.003,6.769,-5.306318009101302,3.943854130081066,0.6788247034968682,31.500285364461497,0.9607581914538956
0.112,-0.053,0.204,-2.381,-1.206,-3.089474507577223,-6.263917489794235,0.7640500218872794,31.60320446095126,1.0000968352831352
-0.134,-0.109,0.501,2.43,-4.589,-10.25,10.25,0.9225,38.0,0.29929919466242916
0.13,-0.037,0.512,-18.578,25.55,2.44140625e-07,-10.49951171875,0.9,40.0,0.582021494481984
0.13,-0.132,0.603,20.998,-5.284,-15.0,-15.0,0.5,10.0,0.0
0.085,0.113,0.523,7.9,3.764,10.0,-10.499755859375,0.9,40.0,0.4131878255085534
